hsn_code,description,gst_rate
41,"Odoriferous preparations which operate by burning [other than Agarbattis, lobhan,
dhoop batti, dhoop, sambhrani",0.12
410,"Insects and other edible products of animal origin, not
elsewhere specified or included",0.05
4101,"Raw hides and skins of bovine (including buffalo) or equine animals (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or
further prepared), whether or not dehaired or split",0.05
4102,"Raw skins of sheep or lambs (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not
with wool on or split",0.05
4103,"Other raw hides and skins (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not
dehaired or split",0.05
4104,"Tanned or crust hides and skins of bovine (including
buffalo) or equine animals, without hair on, whether or not split, but not further prepared",0.05
4105,"Tanned or crust skins of sheep or lambs, without wool on,
whether or not split, but not further prepared",0.05
4106,"Tanned or crust hides and skins of other animals, without
wool or hair on, whether or not split, but not further prepared",0.05
4107,"Leather further prepared after tanning or crusting, including parchment-dressed leather, of bovine (including buffalo) or equine animals, without hair on, whether or not split, other than leather of heading 4114",0.12
4112,"Leather further prepared after tanning or crusting, including parchment-dressed leather, of sheep or lamb, without wool on, whether or not split, other than leather of heading 4114",0.12
4113,"Leather further prepared after tanning or crusting, including parchment-dressed leather, of other animals, without wool or hair on, whether or not split, other than leather of heading 4114",0.12
4114,Chamois (including combination chamois) leather; patent leather and patent laminated leather; metallised leather,0.12
4115,"Composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, whether or not in rolls; parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles; leather dust, powder and flour”",0.12
4201,"Saddlery and harness for any animal (including traces, leads, knee pads, muzzles, saddle cloths, saddle bags, dog
coats and the like), of any material",0.18
4202,"Trunks, suit-cases, vanity-cases, executive-cases, brief-cases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; travelling bags, insulated food or beverages bags, toilet bags, rucksacks, handbags, shopping bags, wallets, purses, map-cases, cigarette-cases, tobacco- pouches, tool bags, sports bags, bottle- cases, jewellery boxes, powder-boxes, cutlery cases and similar containers, of leather, of sheeting of plastics, of textile materials, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper [other than handbags and shopping bags, of
cotton or jute]",0.18
4202,"Hand bags and shopping bags, of cotton",0.12
4202,"Hand bags and shopping bags, of jute",0.12
4202,Handbags including pouches and purses; jewellery box,0.12
4203,"Articles of apparel and clothing accessories, of leather or of composition leather [other than gloves specially
designed for use in sports]",0.18
4203,Gloves specially designed for use in sports,0.12
4205,"Other articles of leather or of composition
leather",0.18
4206,"Articles of gut (other than silk-worm gut),
of goldbeater's skin, of bladders or of tendons",0.18
4301,"Raw furskins (including heads, tails, paws and other pieces or cuttings, suitable for furriers' use), other than raw hides and
skins of heading 4101, 4102 or 4103.",0.18
4302,"Tanned or dressed furskins (including heads, tails, paws and other pieces or cuttings), unassembled, or assembled
(without the addition of other materials) other than those of heading 4303",0.18
4303,"Articles of apparel, clothing accessories
and other articles of furskin",0.18
4304,Artificial fur and articles thereof,0.18
44,"The following goods, namely: —
a. Cement Bonded Particle Board;
b. Jute Particle Board;
c. Rice Husk Board;
d. Glass-fibre Reinforced Gypsum Board (GRG)
e. Sisal-fibre Boards;
f. Bagasse Board; and
g. Cotton Stalk Particle Board
h. Particle/fibre board manufactured from agricultural crop residues",0.12
44,Bamboo flooring tiles,0.18
44,"Resin bonded bamboo mat board, with or
without veneer in between",0.18
44,"Idols of wood, stone [including marble] and metals [other than those made of precious
metals",0.12
44,"Deities made of stone, marble or wood",0.0
4401,"Wood in chips or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes,
pellets or similar forms",0.05
4401,Firewood or fuel wood,0.0
4402,"Wood charcoal (including shell or nut charcoal),
whether or not agglomerated",0.0
4403,Wood in the rough,0.18
4404,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; wooden sticks, roughly trimmed but not turned, bent or otherwise worked, suitable for the manufacture of walking-
sticks, umbrellas, tool handles or the like",0.12
4405,Wood wool; wood flour,0.12
4406,"Railway or tramway sleepers (cross-ties) of
wood",0.12
4407,Wood sawn or chipped,0.18
4408,"Sheets for veneering (including those obtained by slicing laminated wood), for plywood or for similar laminated wood and other wood, sawn lengthwise, sliced or peeled, whether or not planed, sanded, spliced or end-jointed, of a thickness not exceeding 6 mm [other than for match
splints]",0.18
4408,"Sheets for veneering (including those obtained by slicing laminated wood), for plywood or for similar laminated wood and other wood, sawn lengthwise, sliced or peeled, whether or not planed, sanded,
spliced or end-jointed, of a thickness not exceeding 6 mm [for match splints]",0.12
4409,"Wood (including strips and friezes for parquet flooring, not assembled) continuously shaped (tongued, grooved, rebated, chamfered, v-jointed, beaded, moulded, rounded or the like) along any of its edges or faces, whether or not planed,
sanded or end-jointed [other than bamboo flooring]",0.18
4409,Bamboo flooring,0.12
4410,"Particle board, Oriented Strand Board and similar board (for example, wafer board) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances, other
than specified boards",0.18
4411,"Fibre board of wood or other ligneous materials, whether or not bonded with resins or other organic substances, other
than specified boards",0.18
4412,"Plywood, veneered panels and similar
laminated wood",0.18
4413,"Densified wood, in blocks, plates, strips,
or profile shapes",0.18
4414,"Wooden frames for paintings,
photographs, mirrors or similar objects",0.18
4414,"Wooden frames for painting, photographs, mirrors etc",0.12
4415,"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, box pallets and other load
boards, of wood; pallet collars of wood",0.12
4416,"Carved wood products, art ware/decorative
articles of wood (including inlay work, casks, barrel, vats)",0.12
4416,"Casks, barrels, vats, tubs and other coopers’
products and parts thereof, of wood, including staves",0.12
4417,"Tools, tool bodies, tool handles, broom or
brush bodies and handles, of wood; boot or shoe lasts and trees, of wood",0.12
4418,"Builders’ joinery and carpentry of wood,
including cellular wood panels, assembled flooring panels, shingles and shakes other
than bamboo wood building joinery",0.18
4418,Bamboo wood building joinery,0.12
4419,Tableware and Kitchenware of wood],0.12
4420,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, of wood; statuettes and other ornaments, of wood; wooden articles
of furniture not falling in Chapter 94",0.12
4420,"Statuettes & other ornaments of wood, wood marquetry & inlaid, jewellery box, wood lathe and lacquer work [including lathe and lacquer
work, ambadi sisal craft]",0.12
4421,"Other articles of wood; such as clothes hangers, Spools, cops, bobbins, sewing thread reels and the like of turned wood for various textile machinery, Match splints, Pencil slats, Parts of wood, namely oars, paddles and rudders for ships, boats and other similar floating structures, Parts of domestic decorative articles used as tableware and kitchenware [other than Wood paving blocks, articles of densified wood not elsewhere included or specified,
Parts of domestic decorative articles used as tableware and kitchenware",0.12
4421,"Wood paving blocks, articles of densified wood not elsewhere included or specified, Parts of domestic decorative articles used
as tableware and kitchenware",0.18
4421,"Carved wood products, art ware/decorative
articles of wood (including inlay work, casks, barrel, vats)",0.12
4501,"Waste cork; crushed, granulated or ground cork",0.18
4501,"Natural cork, raw or simply prepared",0.05
4502,"Natural cork, debacked or roughly squared, or in rectangular (including square) blocks, plates, sheets or strip (including sharp-edged blanks for corks or stoppers)",0.12
4503,Art ware of cork [including articles of sholapith],0.12
4503,"Articles of natural cork such as Corks and
Stoppers, Shuttlecock cork bottom",0.12
4504,Art ware of cork [including articles of sholapith],0.12
4504,"Agglomerated cork (with or without a
binding substance) and articles of agglomerated cork",0.12
46,"Khali Dona; Goods made of sal leaves, siali leaves, sisal
leaves, sabai grass, including sabai grass rope",0.0
46,Plates and cups made up of all kinds of leaves/ flowers/bark,0.0
4601,"Mats, matting and screens of vegetable material, basketwork, wickerwork and other articles of vegetable materials or other plaiting material, articles of loofah (including of bamboo, rattan, canes and other natural fibres, dry flowers (naturally dried), articles thereof, ringal, raambaan article, shola items, Kouna/chumthang (water reeds) crafts, articles of Water hyacinth,
korai mat]",0.05
